Relay Height,Gain,m,n,Time Delay,Amplitude,Time Period,Estimated m,Estimated n
1,2,7,2,3,2.624,14.798,7.122221055,2.18552589
1,3,10,8,7,1.912,24.312,7.912176694,7.511672521
1,2,4,3,5,1.976,16.153,3.496654225,3.083897357
1,5,7,2,4,8.284,16.2,6.746747338,1.981041215
1,4,10,4,3,2.756,15.634,10.27648095,4.295025703
1,2,8,4,4,1.675,16.581,7.546489545,4.00588036
1,8,1,1,3,10.62,8.661,0.862705457,1.086995764
1,3,2,2,6,3.232,16.132,1.190358099,2.186588087
1,4,1,1,3,5.308,8.661,0.862314578,1.087405333
1,6,2,2,8,6.455,20.091,0.516502892,2.259068972
1,8,9,2,5,14.24,19.064,8.698591682,2.163871294
1,2,5,4,5,1.595,17.072,4.245492206,4.181471436
1,7,10,6,3,3.269,14.774,9.910576716,6.133975087
1,4,3,2,8,4.765,20.581,1.952876549,2.253454408
1,2,3,7,7,1.311,21.71,1.745560691,6.0283412
1,8,4,3,6,8.444,18.101,3.395308661,3.029675212
1,6,8,5,7,5.02,22.937,6.434737293,5.224781474
1,4,9,4,6,4.296,21.175,8.556541187,3.907890312
1,1,8,4,2,0.4705,12.038,8.665827749,4.481501691
1,8,9,2,7,15.52,21.942,8.831941771,2.079768547
1,6,5,1,8,12.7,19.976,5.178094611,1.119423178
1,1,10,5,7,0.9029,23.732,8.658355591,5.115173825
1,5,5,3,6,5.306,18.671,4.237909776,3.212982392
1,3,7,3,7,3.73,21.512,6.245472761,3.119943877
1,5,7,5,8,4.612,24.524,5.545159046,4.781712391
1,4,6,8,6,2.152,20.407,3.731998107,7.394379323
1,2,10,4,7,2.204,23.439,9.07770323,4.110322232
1,4,10,1,7,14.73,21.777,10.21021949,1.079643174
1,6,7,2,2,6.011,12.933,7.273380096,2.160322208
1,1,8,5,6,0.8362,20.927,7.231493683,4.937076505
1,3,10,10,5,1.295,19.446,8.314661309,9.119625603
1,8,6,4,6,7.719,19.596,5.289238653,3.861744204
1,3,7,4,8,3.154,24.015,5.782581682,4.011719471
1,5,10,6,8,4.258,26.149,8.404699728,5.841887616
1,8,9,1,2,18.49,15.953,8.95185075,0.991318675
1,8,8,2,6,14.83,19.83,7.741635269,2.050524373
1,8,9,4,6,8.593,21.175,8.556867158,3.907435536
1,6,7,4,4,4.869,16.024,6.528032427,4.001395326
1,5,9,1,5,17.79,18.995,8.867924841,1.078107396
1,2,2,1,5,3.224,13.119,1.832801283,1.12039771
1,1,8,4,2,0.4705,12.038,8.665827749,4.481501691
1,7,5,3,4,6.625,14.905,4.755659602,3.170123729
1,5,6,2,5,7.642,17.066,5.737823849,2.180682588
1,7,5,1,6,17.19,16.822,4.859330276,1.08781877
1,8,6,3,8,9.345,22.892,4.808955319,3.220588047
1,6,9,1,3,17.54,16.975,8.711297433,1.054183889
1,2,9,4,7,2.412,23.012,8.684595791,3.644703125
1,3,9,1,4,11.056,18.198,8.935121279,0.982683066
1,7,3,3,8,7.05,21.482,1.41164612,3.105748591
1,3,8,4,4,2.513,16.581,7.546373659,4.005083328
1,2,9,1,7,6.673,20.805,8.801431978,1.081690363
1,3,10,2,8,6.007,23.999,9.949911052,2.103273578
1,5,6,2,2,4.686,11.906,5.994675809,2.239998992
1,5,10,2,2,5.675,14.327,8.928614261,1.966784075
1,5,9,1,2,11.56,15.953,8.951038033,0.990997096
1,1,6,1,6,2.74,17.352,5.62033131,1.057840476
1,1,6,3,4,1.021,15.476,5.664583841,3.067246629
1,8,9,5,7,7.073,23.329,7.644252313,5.084749842
1,1,8,1,2,2.26,14.273,7.011603441,0.986730346
1,7,7,5,4,4.653,15.923,6.328849105,4.854087531
1,5,9,5,5,3.6,19.143,8.129024504,5.374437744
1,7,7,2,5,11.64,17.743,6.762395637,2.119211834
1,7,2,2,5,7.55,14.192,1.49143488,2.13417546
1,1,9,4,3,0.6717,15.084,9.211859986,4.317958718
1,6,8,2,6,11.12,19.83,7.7411364,2.050985372
1,7,3,1,3,15.32,11.16,2.938285465,1.026103486
1,3,3,2,5,3.575,14.886,2.531479763,2.171638136
1,6,3,1,5,11.79,13.938,2.908069845,1.11477857
1,2,3,1,5,3.931,13.938,2.908581876,1.114494984
1,5,4,2,8,6.515,21.051,3.227825012,2.240661776
1,6,8,2,6,11.12,19.83,7.7411364,2.050985372
1,2,9,3,2,1.377,13.316,9.365383289,3.173542649
1,5,7,4,4,4.057,16.024,6.528035386,4.001888473
1,3,6,4,8,3.023,23.527,4.524815379,3.994208141
1,2,10,3,7,2.85,23.068,9.509962908,3.09712555
1,8,10,1,8,26.94,22.868,10.30672985,1.114134328
1,6,7,2,7,9.969,20.281,5.924824215,2.044501635
1,6,2,10,6,2.701,19.957,1.16086269,8.532600854
1,6,8,4,4,5.026,16.581,7.546373659,4.005083328
1,6,10,5,2,2.282,12.235,10.35857348,5.578778189
1,7,10,1,4,24.92,18.65,9.507929036,1.035262614
1,5,9,7,6,3.265,21.576,7.755363312,6.591586388
1,2,2,2,7,2.153,18.106,0.871270831,2.227941424
1,3,8,8,8,2.033,26.134,6.075749003,7.33411167
1,8,7,3,6,9.994,19.745,6.533047308,3.021107488
1,8,4,1,4,19.56,13.51,3.935962993,1.073114859
1,7,6,3,2,4.459,11.402,6.266312145,3.236070459
1,8,7,1,2,17.54,13.635,6.362476737,1.003871816
1,4,10,2,6,8.314,21.147,9.868059893,2.015593558
1,6,10,4,2,3.05,13.089,10.57295143,4.274597414
1,1,8,3,2,0.6512,12.414,7.948235562,3.275997068
1,8,6,1,6,21.92,17.352,5.62033131,1.057840476
1,6,8,1,2,13.56,14.273,7.011603441,0.986730346
1,6,2,2,2,5.133,8.363,1.951226518,1.976342018
1,6,5,2,7,8.632,19.736,4.52836124,2.199954155
1,5,8,1,6,16.58,19.284,8.064167061,1.092567337
1,1,9,5,3,0.5248,14.693,9.235510348,5.439935141
1,6,7,1,8,15.04,20.771,6.761007975,1.109239436
1,5,3,2,5,5.959,14.882,2.527547962,2.17007384
1,2,10,1,4,7.12,18.65,9.507929036,1.035262614
1,2,2,2,7,2.153,18.106,0.871270831,2.227941424
1,2,8,3,8,2.621,23.803,7.171623515,3.155162277
1,6,5,4,8,5.82,23.14,3.489631812,3.985885318
1,4,7,5,7,3.348,22.409,5.329308787,5.013999845
1,5,9,2,6,9.856,20.536,8.87555354,2.037459366
1,7,9,5,5,5.04,19.143,8.129024504,5.374437744
1,6,4,3,5,5.928,16.153,3.496654225,3.083897357
1,6,5,1,2,11.86,11.963,4.786075817,1.064085734
1,1,9,3,7,1.376,22.561,8.482472413,3.08714027
1,7,6,1,3,18.02,14.427,5.953277755,1.096243013
1,2,10,6,6,1.46,21.38,7.71517737,5.825307873
1,7,10,1,8,23.58,22.868,10.30766485,1.11377996
1,3,7,3,4,3.264,16.105,6.648682709,2.999433993
1,8,1,1,5,10.32,12.493,0.793366076,1.151285262
1,3,4,1,5,6.913,14.719,3.867911099,1.094203328
1,4,10,3,3,3.758,15.878,9.625488987,3.175793007
1,8,6,3,6,9.339,19.157,5.374709458,3.066655071
1,4,7,1,7,11.12,19.746,7.115173544,1.140058662
1,2,3,9,4,0.7223,14.498,2.283045938,8.027392583
1,6,9,8,5,3.128,19.118,7.621031334,7.411666044
1,3,8,1,2,6.78,14.273,7.011603441,0.986730346
1,7,3,1,2,11.83,9.809,2.961703917,1.127157143
1,8,10,1,5,29.13,19.733,9.790098691,1.097930298
1,2,5,2,3,2.519,13.129,4.960595775,2.093098089
1,4,7,5,6,3.346,20.377,6.104512752,4.74506465
1,8,10,2,2,9.08,14.327,8.928614261,1.966784075
1,8,6,4,8,8.06,23.527,4.523244493,3.994868887
1,5,2,1,6,7.958,15.035,2.035968816,1.134212153
1,3,9,1,2,6.935,15.953,8.951399176,0.991139994
1,1,8,4,2,0.4705,12.038,8.665827749,4.481501691
1,7,7,1,3,18.97,15.491,7.068508298,1.086530677
1,4,1,1,4,5.211,10.519,0.802812621,1.118092464
1,8,4,2,3,9.638,12.196,3.868197424,2.05074819
1,5,3,8,8,3.252,24.595,1.659532964,6.821849434
1,5,10,6,6,3.649,21.38,7.714118611,5.826904286
1,5,1,9,4,1.815,13.814,0.662583966,7.474559228
1,8,7,2,7,13.29,20.281,5.924147916,2.04480931
1,6,2,1,5,9.732,13.119,1.848379269,1.113490203
1,3,6,3,2,1.911,11.402,6.266312145,3.236070459
1,6,2,1,6,9.55,15.035,2.03612337,1.134164647
1,3,7,4,8,3.154,24.015,5.782581682,4.011719471
1,8,8,3,6,11.058,20.329,7.769569531,2.861203177
1,2,10,5,6,1.817,21.816,9.409696245,4.806052134
1,1,7,2,6,1.732,19.239,6.763510309,2.083014004
1,1,2,2,4,1.088,12.265,1.757819555,2.027977158
1,8,6,2,2,7.498,11.906,5.99454756,2.239879494
1,4,7,2,6,6.89,19.239,6.749103272,2.094502325
1,2,10,8,3,0.7031,14.105,9.27907333,7.908101736
1,5,4,3,6,5.277,18.101,3.394843996,3.029962276
1,6,7,2,8,9.747,22.456,6.575240902,2.199799531
1,4,10,4,4,3.57,17.778,9.792677647,3.986792557
1,2,8,4,6,2.069,20.681,7.50796494,3.923042714
1,3,1,1,5,3.869,12.493,0.792549311,1.151582829
1,6,2,2,7,6.459,18.106,0.871270831,2.227941424
1,3,1,1,7,3.806,16.569,0.786636979,1.238753541
1,8,2,2,6,8.619,16.132,1.190567003,2.186503523
1,5,9,2,4,8.825,17.793,8.931224585,2.017302968
1,5,5,4,6,4.554,19.09,4.158187202,3.905355283
1,5,10,6,6,3.649,21.38,7.714118611,5.826904286
1,6,3,2,7,7.155,18.619,2.111675657,2.223707375
1,7,3,7,8,4.839,24.109,1.387261712,6.153623172
1,3,4,3,3,2.323,12.122,3.818858371,3.17192056
1,2,8,5,8,1.877,25.038,6.766367501,4.898716803
1,8,9,4,5,7.183,19.132,8.3355389,4.306961281
1,2,8,4,6,2.069,20.681,7.50796494,3.923042714
1,6,9,2,7,11.64,21.942,8.831941771,2.079768547
1,3,5,1,3,7.409,13.415,4.946102138,1.085660466
1,6,10,5,8,5.995,25.825,8.996766866,4.872493429
1,1,5,3,7,1.116,20.569,4.14478311,3.149477885
1,4,7,3,3,3.438,14.131,6.816459337,3.238596698
1,5,7,5,4,3.324,15.923,6.328861153,4.853461682
1,2,6,8,2,0.5023,9.656,5.548365283,7.510022771
1,5,10,4,5,4.661,19.616,9.33748705,4.262125662
1,4,1,2,5,3.839,13.369,0.307137752,2.008486621
1,4,10,1,4,14.24,18.65,9.507929036,1.035262614
1,8,7,2,2,8.014,12.933,7.273632702,2.160501921
1,8,8,5,3,4.409,14.024,7.568653479,5.024524094
1,5,6,4,5,4.114,17.578,5.225809142,4.228176176
1,5,7,4,3,3.156,13.823,6.848076901,4.342894527
1,8,10,6,5,5.342,19.518,8.936076254,5.918679643
1,1,9,1,8,3.068,22.246,9.229174642,1.134418836
1,7,8,2,4,12.07,17.085,7.937575506,1.997889963
1,7,9,4,6,7.519,21.175,8.556913719,3.907370577
1,6,7,4,5,4.975,18.183,6.364425621,4.389161929
1,2,9,1,5,7.117,18.995,8.867962989,1.077955913
1,6,2,1,8,9.21,19.197,2.627632538,1.266243829
1,4,8,4,6,4.137,20.681,7.507161,3.923990997
1,8,5,3,7,8.925,20.569,4.142574016,3.150536534
1,7,6,2,2,6.561,11.906,5.994455961,2.239794146
1,3,5,1,7,6.846,18.374,5.053529113,1.109625838
1,4,6,3,6,4.67,19.157,5.375129295,3.066326736
1,4,9,1,4,14.08,18.198,8.960792943,1.028839392
1,6,9,4,4,5.207,17.255,8.803100613,4.002841202
1,4,9,1,7,13.35,20.805,8.802079989,1.081366261
1,7,3,3,3,5.355,11.338,2.759858621,2.990722567
1,3,8,4,6,3.103,20.681,7.507429023,3.923674852
1,3,9,1,2,6.935,15.953,8.951399176,0.991139994
1,8,10,2,3,11.51,16.451,9.356664408,2.110934612
1,8,6,2,4,12.32,15.45,5.767012708,2.029825343
1,7,10,2,8,14.02,23.999,9.951124327,2.102723507
1,3,9,1,2,6.935,15.953,8.951399176,0.991139994
1,6,6,1,5,17.54,16.448,5.859620304,1.075185958
1,8,6,3,6,9.339,19.157,5.374709458,3.066655071
1,2,9,5,2,73.66,11.983,3.699944238,0.057147415
1,7,8,1,2,15.82,14.273,7.011603441,0.986730346
1,2,7,5,4,1.329,15.923,6.328818972,4.855652861
1,3,9,5,7,2.653,23.329,7.645699158,5.083551965
1,1,7,2,4,1.657,16.2,6.746735381,1.980802103
1,3,2,2,3,3.106,10.344,1.880922787,1.960917035
1,3,9,4,8,3.383,24.927,8.078080683,4.04177889
1,5,8,2,8,8.734,22.937,7.677240679,2.164600736
1,6,3,1,6,11.09,15.485,2.89276849,1.102797649
1,8,3,2,4,9.647,12.942,2.617946047,2.02676219
1,8,3,1,2,13.52,9.809,2.961703917,1.127157143
1,6,3,1,2,10.14,9.809,2.961703917,1.127157143
1,1,4,2,5,1.344,15.588,3.647094755,2.1218056
1,3,8,3,2,1.954,12.414,7.947407589,3.275326444
1,2,9,3,6,2.765,20.917,8.740510459,2.984140688
1,5,7,4,6,4.98,20.16,6.415757835,3.919450839
1,7,6,4,4,5.473,15.422,5.447263634,3.990161727
1,3,10,3,3,2.818,15.878,9.626063764,3.176356491
1,6,10,1,2,14.05,15.691,8.596929361,0.974888771
1,5,7,2,6,8.613,19.239,6.749255753,2.094380736
1,1,2,10,6,0.4502,19.957,1.16152371,8.53196909
1,5,8,4,4,4.188,16.581,7.546420008,4.005402103
1,6,10,5,8,5.995,25.825,8.996766866,4.872493429
1,1,10,1,5,3.641,19.733,9.790093658,1.098005685
1,2,2,2,8,1.245,24.347,0.46005961,6.979052352
1,7,8,8,5,3.49,18.765,6.568804738,7.586239041
1,6,7,3,7,7.459,21.512,6.244738543,3.120362157
1,4,4,1,6,8.607,16.227,3.972600524,1.115615694
1,8,6,3,3,7.109,13.506,5.774218139,3.032790012
1,8,7,1,3,21.68,15.491,7.068508298,1.086530677
1,8,10,2,5,14.75,19.681,9.638993321,2.162392879
1,6,10,4,7,6.613,23.439,9.078434883,4.10970068
1,2,8,3,3,1.778,14.978,8.183323313,3.24898931
1,6,6,1,4,18.78,15.428,5.886444417,0.997145735
1,2,8,1,5,6.98,18.222,7.942245693,1.045633883
1,1,2,2,6,1.077,16.132,1.188686284,2.18726484
1,4,5,2,3,5.039,13.129,4.960477816,2.092682709
1,7,8,1,8,11.94,21.31,5.41575153,1.785537926
1,1,9,5,2,0.3683,11.983,9.908141903,5.714741519
1,3,7,1,4,9.993,16.316,6.821627497,0.992129376
1,1,3,2,4,1.206,12.942,2.618114451,2.026552119
1,4,10,1,3,11.58,18.057,10.08566201,1.092511164
1,7,2,2,2,5.988,8.363,1.951241518,1.976507043
1,4,8,3,6,5.29,20.329,7.64764622,2.990471147
1,7,5,4,5,5.583,17.072,4.245773157,4.181096954
1,7,7,5,3,3.649,13.525,6.627575978,5.175401276
1,8,9,2,3,11.27,15.911,8.595228466,2.120232868
1,1,9,5,4,0.6992,16.671,7.849812735,4.82194121
1,2,4,3,4,1.891,14.218,3.771763392,2.988379651
1,6,1,9,6,2.899,19.366,0.310364609,7.555174183
1,3,5,1,7,6.846,18.374,5.053529113,1.109625838
1,7,9,3,6,9.677,20.917,8.74038945,2.984294875
1,4,6,1,3,11.03,14.427,5.908025834,1.023406248
1,5,10,6,6,3.649,21.38,7.714118611,5.826904286
1,7,6,10,4,2.458,15.475,4.894411529,8.917848896
1,7,10,1,5,25.49,19.733,9.790102285,1.097876457
1,5,7,3,3,4.298,14.131,6.81625478,3.238219942
1,1,1,1,8,1.272,18.391,0.697068839,1.16367013
1,7,4,1,6,15.06,16.227,3.972197547,1.115782369
1,8,10,3,4,9.529,18.093,9.893810721,3.027427941
1,8,6,3,4,8.165,15.476,5.664436068,3.068373603
1,8,7,1,6,24.04,18.491,7.005513648,1.112869204
1,3,3,9,8,1.787,24.947,1.287037377,7.663604038
1,6,9,8,5,3.128,19.118,7.621031334,7.411666044
1,3,8,1,6,9.949,19.284,8.064303303,1.09245752
1,5,3,1,5,9.827,13.938,2.908479491,1.11455169
1,2,10,1,3,5.792,18.057,10.08503128,1.092133915
1,2,5,2,3,2.519,13.129,4.960595775,2.093098089
1,8,7,5,3,4.171,13.525,6.627234502,5.174514986
1,5,10,2,6,10.39,21.147,9.867708705,2.016078542
1,5,6,4,3,3.156,13.222,5.720520341,4.200177597
1,1,2,1,7,1.559,17.048,2.273160639,1.180233984
1,6,9,1,4,21.12,18.198,8.960792943,1.028839392
1,6,8,4,7,6.204,22.556,7.014157872,4.106608259
1,5,7,1,4,16.66,16.316,6.821603967,0.991831618
1,2,1,1,7,2.537,16.569,0.785826661,1.2389163
1,1,4,2,7,1.313,19.138,3.295643039,2.206173552
1,3,10,6,3,1.401,14.774,9.910576716,6.133975087
1,7,7,2,7,11.63,20.281,5.924631008,2.044589532
1,4,2,1,7,6.235,17.048,2.27234449,1.180423276
1,2,6,3,5,2.222,17.363,5.568356797,3.077254727
1,6,2,1,4,10.14,11.431,1.845076443,1.109258496
1,2,7,4,3,1.262,13.823,6.848713377,4.344271039
1,6,8,3,4,6.822,16.878,7.875303593,2.998052554
1,6,10,5,8,5.995,25.825,8.996766866,4.872493429
1,6,7,2,3,7.873,14.798,7.122020957,2.185248293
1,6,2,2,5,6.472,14.192,1.491753653,2.133987028
1,8,6,2,3,10.13,13.833,5.854138432,2.165961249
1,2,7,2,2,2.004,12.933,7.272875011,2.159962873
1,7,10,8,3,2.461,14.105,9.278814924,7.907619731
1,4,4,3,7,4.185,20.055,2.961040844,3.156211033
1,2,7,2,7,3.323,20.281,5.924824215,2.044501635
1,1,10,4,6,1.109,21.659,9.577651074,3.90074521
1,4,8,4,2,1.882,12.038,8.665827749,4.481501691
1,5,1,1,3,6.635,8.666,0.865195679,1.088978154
1,5,2,2,7,5.382,18.106,0.870580317,2.228148405
1,4,1,1,5,5.159,12.493,0.792753542,1.151508423
1,7,2,2,2,5.988,8.363,1.951241518,1.976507043
1,3,9,2,7,5.82,21.942,8.831941771,2.079768547
1,2,5,4,5,1.595,17.072,4.245492206,4.181471436
1,4,10,6,8,3.406,26.149,8.403652705,5.842573686
1,7,3,2,8,6.498,22.456,1.92665356,3.849649178
1,3,4,3,3,2.323,12.122,3.818858371,3.17192056
1,7,8,5,8,6.569,25.038,6.765673846,4.899089669
1,7,9,4,4,6.075,17.255,8.803066007,4.002731385
1,1,1,3,8,0.9438,20.341,-0.597826231,2.71363703
1,6,8,4,2,2.823,12.038,8.665827749,4.481501691
1,6,9,2,6,11.83,20.536,8.875981215,2.036977127
1,2,5,1,4,5.626,14.505,4.940537527,1.031244214
1,7,10,5,4,4.999,17.113,8.766907889,4.830598852
1,4,5,3,3,3.335,12.912,4.937115025,3.118957325
1,6,7,3,8,7.414,23.344,5.979679799,3.197058189
1,1,7,5,2,0.385,10.844,6.922985587,5.23014515
1,1,10,4,4,0.8924,17.778,9.792877877,3.987239307
1,1,10,1,4,3.56,18.65,9.507929036,1.035262614
1,4,7,2,6,6.89,19.239,6.749103272,2.094502325
1,6,8,5,8,5.63,25.038,6.764748809,4.899586912
1,5,10,10,4,1.821,16.791,8.987374681,9.317014057
1,7,6,4,7,6.601,21.166,3.905929632,3.975840644
1,6,7,4,2,2.766,11.287,7.163339335,4.451319963
1,1,10,6,2,0.3163,11.933,10.79261784,6.643173812
1,8,9,1,8,24.54,22.246,9.228635702,1.134603746
1,7,8,2,7,12.58,21.281,7.60408627,2.110500146
1,6,9,4,6,6.445,21.175,8.556975799,3.907283968
1,3,7,4,3,1.893,13.823,6.848713377,4.344271039
1,1,9,1,5,3.559,18.995,8.868001126,1.077804472
1,1,2,1,4,1.69,11.431,1.845076443,1.109258496
1,8,8,4,7,8.272,22.556,7.014157872,4.106608259
1,3,5,3,6,3.184,18.671,4.23848671,3.212578751
1,7,6,2,4,10.78,15.45,5.767012708,2.029825343
1,1,5,1,3,2.47,13.415,4.94604983,1.085513953
1,5,6,3,5,5.555,17.339,5.531741934,3.071119883
1,4,9,1,4,14.08,18.198,8.960792943,1.028839392
1,2,9,4,8,2.255,24.927,8.076948232,4.042376345
1,2,9,1,3,5.847,16.975,8.711216915,1.054123791
1,6,3,3,4,5.053,13.474,2.580747777,3.102554115
1,1,8,4,7,1.034,22.556,7.014157872,4.106608259
1,8,9,1,2,18.49,15.953,8.95185075,0.991318675
1,4,10,2,5,7.376,19.681,9.639016706,2.162099713
1,4,6,2,4,6.159,15.45,5.766967344,2.030154913
1,6,10,2,4,10.75,18.469,9.920179084,2.043007552
1,8,9,1,2,18.49,15.953,8.95185075,0.991318675
1,1,6,1,6,2.74,17.352,5.62033131,1.057840476
1,2,6,3,4,2.041,15.476,5.664386786,3.068749445
1,5,9,5,7,4.421,23.329,7.644773256,5.084318542
1,7,8,1,7,20.95,20.12,7.736452856,1.112529926
1,8,7,5,5,5.615,18.158,5.947758903,5.176084652
1,4,9,5,5,2.88,19.143,8.129024504,5.374437744
1,8,7,2,2,8.014,12.933,7.273632702,2.160501921
1,6,2,2,2,5.133,8.363,1.951226518,1.976342018
1,8,9,4,5,7.183,19.132,8.3355389,4.306961281
1,7,8,2,7,12.58,21.281,7.60408627,2.110500146
1,3,3,1,6,5.543,15.485,2.891620714,1.103195556
1,3,3,2,5,3.575,14.886,2.531479763,2.171638136
1,6,3,1,6,11.09,15.485,2.89276849,1.102797649
1,7,3,1,4,14.61,12.451,2.889791927,1.089718141
1,2,4,2,8,2.606,21.051,3.227825012,2.240661776
1,4,8,3,4,4.548,16.878,7.875303593,2.998052554
1,1,9,2.5,1,0.7384,11.053,7.5914,1.6329
1,1,10,2.5,1,0.699,11.297,8.2336,1.729
1,1,1,0.5,3,2.152,8.081,0.9786,0.5506
1,1,1.5,0.5,3,2.746,8.831,1.486,0.5508
1,1,1,0.35,3,2.8,7.748,0.9956,0.3649
1,1,1,0.4,3,2.536,7.861,0.9869,0.4252
1,1,9,2.5,1,0.759,11.158,7.627,1.59
